Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage
YCL059C	A180T	-2.27121410509029	0.729915542722411	-3.11161219641824	39	0.00347395800667138	0.00813996042739668	NA	0.861111111111111	0.75
YCR028C-A	A180T	-1.57909486028509	0.704939072410619	-2.24004445502673	46	0.0299616651658736	0.0504284364411535	NA	0.552631578947368	0.552631578947368
YCR042C	A180T	-1.11592981251951	1.18221360441379	-0.943932474091981	18	0.357702860532616	0.445265539933829	NA	0.920454545454545	0.329545454545455
YCR052W	A180T	-2.41109560664017	0.416987261643319	-5.78218048469444	44	7.04621231140123e-07	6.23720274972183e-06	NA	0.613970588235294	0.613970588235294
YCR087C-A	A180T	-0.0705481911399301	0.673256452913475	-0.104786505698738	43	0.917032482997038	0.940647053374644	NA	0.765625	0.640625
YCR092C	A180T	-1.14575972500889	0.734714264301684	-1.55946301940645	31	0.129038720682497	0.185784664115161	NA	0.907258064516129	0.725806451612903
YDL002C	A180T	-2.38117948996012	0.487362702310507	-4.88584678037801	44	1.40442573000055e-05	6.45495672057944e-05	NA	0.583333333333333	0.583333333333333
YDL081C	A180T	-0.841842590894567	0.683631024453589	-1.2314283009134	46	0.224421352472518	0.299646386820848	NA	0.3125	0.3125
YDL092W	A180T	0.651090366867758	0.510850662893419	1.27452191836266	33	0.211380438109994	0.285589152068956	NA	0.791666666666667	0.208333333333333
YDL140C	A180T	-1.53958326338988	0.448611707520042	-3.43188382644048	46	0.00127723672355806	0.00363404258250449	NA	0.639423076923077	0.613782051282051
YDL150W	A180T	-2.97053789950267	0.293595414448373	-10.1177939208755	44	4.64961402713016e-13	7.56228413223425e-11	NA	0.594594594594595	0.567567567567568
YDL156W	A180T	-3.84860764381054	0.58362138982272	-6.59435673695851	46	3.70600710120073e-08	5.21020998345278e-07	NA	0.659090909090909	0.613636363636364
YDL164C	A180T	0.432781598732747	0.733553497416653	0.589979599656833	31	0.559480573938779	0.66195968896717	NA	0.894230769230769	0.586538461538462
YDL208W	A180T	0.203045598270432	0.384156525683105	0.528549132178291	43	0.599835894417944	0.699320872028725	NA	0.541666666666667	0.541666666666667
YDL213C	A180T	0.311102603140468	0.809210221288176	0.384452142294034	27	0.703654814333055	0.796297172514555	NA	0.863636363636364	0.227272727272727
YDR002W	A180T	1.75329214833311	0.351699349434633	4.98520156819051	46	9.23775420558215e-06	4.78017683330801e-05	NA	0.492021276595745	0.470744680851064
YDR037W	A180T	0.726736225428178	0.748891309013427	0.970416156098224	41	0.337529400417699	0.422353542931047	NA	0.861111111111111	0.805555555555556
YDR045C	A180T	-2.29222107329281	0.621254769721067	-3.6896635406469	40	0.000668451494176825	0.00197234453220075	NA	0.75	0.416666666666667
YDR083W	A180T	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.9375	0.145833333333333
YDR121W	A180T	-2.25287399161289	0.582051657780382	-3.87057396280613	43	0.00036394932094197	0.0011010618696852	NA	0.784722222222222	0.611111111111111
YDR167W	A180T	-1.64640593157554	0.364475421019552	-4.51719330475022	27	0.000111431341572654	0.000391648391703888	NA	0.729166666666667	0.3125
YDR174W	A180T	-1.96348240986225	0.637624353211863	-3.07937173348497	40	0.0037402659054655	0.00859541876352168	NA	0.59375	0.46875
YDR190C	A180T	-1.64502459920229	0.323630463687313	-5.08303384193058	46	6.64907425118599e-06	4.07468909239347e-05	NA	0.412946428571429	0.412946428571429
YDR216W	A180T	-0.088399084407837	0.457826046828578	-0.193084436807799	12	0.850122283607278	0.908473951535848	NA	0.978260869565217	0.282608695652174
YDR303C	A180T	-2.02808587658376	0.408003398526515	-4.97075731209127	46	9.69609264434013e-06	4.78017683330801e-05	NA	0.529411764705882	0.529411764705882
YDR310C	A180T	-2.60769415070373	0.72121432248167	-3.61569934125928	46	0.000740578800072722	0.00215851625874854	NA	0.693014705882353	0.678308823529412
YDR334W	A180T	-2.34963962214262	0.469344205387364	-5.00621845368984	45	9.01055697077879e-06	4.78017683330801e-05	NA	0.758928571428571	0.663690476190476
YDR346C	A180T	-0.228367645217552	1.04998847626296	-0.217495382454426	36	0.829050351509969	0.908473951535848	NA	0.859375	0.734375
YDR378C	A180T	0.572461042558669	0.370794265945845	1.54387781887188	30	0.133102236905663	0.190487632457805	NA	0.775	0.525
YDR381W	A180T	-1.02565257396879	0.332105364500499	-3.08833485876211	46	0.00340767239261708	0.00806370001817309	NA	0.4765625	0.4765625
YDR382W	A180T	-0.0364646820848366	0.337971472333988	-0.10789278110669	46	0.914549978481319	0.940647053374644	NA	0.375	0.298076923076923
YDR439W	A180T	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.958333333333333	0.0416666666666667
YDR464W	A180T	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.916666666666667	0.0833333333333333
YDR485C	A180T	-2.65230905791154	0.605345561648457	-4.3814793168531	40	8.28757585895623e-05	0.000314401687347705	NA	0.846590909090909	0.596590909090909
YDR496C	A180T	-1.25887343462464	0.383908125476811	-3.2791007824102	46	0.00198855673456322	0.00505601127192137	NA	0.591346153846154	0.591346153846154
YER092W	A180T	-1.86521444659794	0.427106118489767	-4.36709839979177	38	9.36687793500202e-05	0.000344115276068456	NA	0.75	0.515625
YER127W	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.928571428571429	0.196428571428571
YER148W	A180T	-2.01666046853619	0.429799872423174	-4.69209182675284	41	3.00224272957728e-05	0.000123713105580857	NA	0.65625	0.28125
YER159C	A180T	-1.53834095012642	0.445618835400151	-3.45214525940098	39	0.00135246600498595	0.00375859738594933	NA	0.725	0.35
YER164W	A180T	-3.63668156542975	0.480577945791432	-7.5673084819586	45	1.48031187308106e-09	3.21631397878522e-08	NA	0.675	0.616666666666667
YFL013C	A180T	-1.93183095998232	0.431080370258332	-4.48137074491384	45	5.05593109911828e-05	0.000194897989143431	NA	0.621951219512195	0.432926829268293
YFR013W	A180T	-1.96211047122461	0.486510971767376	-4.03302409418793	46	0.000205474681276741	0.000691668293311845	NA	0.723837209302326	0.677325581395349
YFR028C	A180T	0.283005899540256	0.99351147347874	0.284854183464356	26	0.778012549898443	0.872981217961163	NA	0.890625	0.328125
YFR031C	A180T	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.90625	0.09375
YFR032C-A	A180T	-0.380798011576489	1.00195190952174	-0.380056176307161	33	0.706338914531739	0.796297172514555	NA	0.75	0.375
YFR037C	A180T	-1.91499764532467	0.371601621423156	-5.15336192019464	45	5.51128008186019e-06	3.46630510411733e-05	NA	0.472457627118644	0.438559322033898
YGL013C	A180T	-2.53514182208017	0.587559939337549	-4.31469481213856	42	9.50276494582347e-05	0.000344115276068456	NA	0.791666666666667	0.613636363636364
YGL030W	A180T	-0.128074986163825	0.299495599514456	-0.427635619259386	46	0.670911785722026	0.770903446094059	NA	0.266666666666667	0.133333333333333
YGL031C	A180T	-0.876990526972244	0.408076090277207	-2.14908579029098	46	0.0369231652474591	0.0612821978759911	NA	0.458333333333333	0.125
YGL049C	A180T	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.875	0.203125
YGL078C	A180T	-1.49813614901861	0.507326375696995	-2.95300268384505	39	0.00530797162551422	0.0114288758423234	NA	0.798611111111111	0.576388888888889
YGL097W	A180T	-2.3514412713232	0.378407676282943	-6.21404220554177	46	1.38218511080979e-07	1.65171120741769e-06	NA	0.48489010989011	0.440934065934066
YGL120C	A180T	-0.0289469460995045	0.722274277452341	-0.0400774982623059	30	0.968296873552975	0.972365347811601	NA	0.886363636363636	0.403409090909091
YGL133W	A180T	-2.79662963271748	0.457856619746903	-6.10809041979872	44	2.34057156767165e-07	2.54271183942511e-06	NA	0.6828125	0.6203125
YGL147C	A180T	0.244081043745283	0.900260948466831	0.271122549701794	44	0.78756471413139	0.87956993774487	NA	0.375	0.25
YGL160W	A180T	0.529897991483013	0.693131338807575	0.76449867696737	22	0.452692844383207	0.543686380942646	NA	0.708333333333333	0.458333333333333
YGL164C	A180T	1.08433186884855	0.570508743486892	1.90064022896692	46	0.0636260957557622	0.0977014891836262	NA	0.465625	0.440625
YGL171W	A180T	-0.483160085542758	0.849548792448738	-0.568725527994805	44	0.572434039204396	0.673949435319462	NA	0.8375	0.625
YGL201C	A180T	-2.47415612256014	0.624721916114433	-3.96041191887197	38	0.000317529283955009	0.000972942293144195	NA	0.81	0.47
YGL207W	A180T	-2.10861430812715	0.639827878973782	-3.29559617112832	46	0.00189663823029473	0.00492713627217871	NA	0.595183486238532	0.576834862385321
YGR054W	A180T	-1.3108435719429	0.25647548143694	-5.11098980923523	41	7.84281859456115e-06	4.57178937585394e-05	NA	0.710526315789474	0.657894736842105
YGR081C	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.979166666666667	0.0833333333333333
YGR145W	A180T	-0.226642812524492	0.309062757309557	-0.733322948702894	30	0.469053598693884	0.560519050439191	NA	0.828125	0.484375
YGR162W	A180T	-1.31146610447997	0.365377415235005	-3.58934638485102	45	0.000814878662931395	0.00234645783663378	NA	0.648809523809524	0.458333333333333
YGR204W	A180T	0.0974894733722515	0.733824210050076	0.132851263336759	34	0.895094180660128	0.930119605120742	NA	0.956730769230769	0.379807692307692
YGR253C	A180T	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YGR254W	A180T	1.69524627158087	0.675109320344538	2.5110692749964	38	0.01640845454566	0.0304001599721917	NA	0.8	0.616666666666667
YGR270W	A180T	-2.66207065834154	0.42299943285443	-6.29331968692651	44	1.24965624515028e-07	1.65171120741769e-06	NA	0.684151785714286	0.621651785714286
YGR275W	A180T	-1.87116832542215	0.387137336301701	-4.83334504312426	44	1.66853115430854e-05	7.38479529406927e-05	NA	0.4609375	0.4609375
YGR285C	A180T	-2.00902089388177	0.501991410252058	-4.00210213332736	45	0.000231748912179253	0.000768285090598965	NA	0.793269230769231	0.5625
YHR064C	A180T	-1.03242530860626	0.496683796280548	-2.07863698461205	46	0.0432557442527783	0.0698521815973921	NA	0.61875	0.59375
YHR072W-A	A180T	-0.127299346181795	0.635877585782644	-0.200194737207341	28	0.842775235891504	0.908473951535848	NA	0.675	0.375
YHR089C	A180T	-0.0403098968885663	0.476429165651223	-0.0846083736990941	42	0.932974762613357	0.952910120788856	NA	0.703125	0.703125
YHR099W	A180T	-1.58312067923739	0.505414465076845	-3.13232166593546	45	0.00304685739522204	0.00728198917458067	NA	0.823051948051948	0.595779220779221
YHR137W	A180T	2.51331606497776	0.886487809274876	2.83513889156985	42	0.00701545398394954	0.0147078377382802	NA	0.731617647058824	0.672794117647059
YHR143W-A	A180T	-1.60313017599449	0.257601582336832	-6.22329320127501	45	1.45446425570128e-07	1.65531884339336e-06	NA	0.3	0.1
YHR193C	A180T	-0.63618692330217	0.587989110763397	-1.0819705869658	34	0.286879999026712	0.366654116403124	NA	0.819444444444444	0.597222222222222
YHR206W	A180T	-3.57433663779661	0.505537501175971	-7.07036892314033	43	1.01785095907303e-08	1.92090332409642e-07	NA	0.756944444444444	0.590277777777778
YIL036W	A180T	-2.73463127445614	0.815507559522593	-3.35328746192987	37	0.0018530888742383	0.00486690374662585	NA	0.69375	0.36875
YIL126W	A180T	-2.01178203129076	0.40275404493452	-4.99506350486892	44	9.80036254527583e-06	4.78017683330801e-05	NA	0.655405405405405	0.560810810810811
YIL130W	A180T	-3.38884731315478	0.41124460836021	-8.24046624384309	46	1.31071153930407e-10	3.9157507236709e-09	NA	0.6796875	0.6171875
YIR002C	A180T	-1.62916844158376	1.09337936409325	-1.49003035459229	33	0.145713012360777	0.206067514522046	NA	0.89	0.39
YJL033W	A180T	-1.44598246044751	0.425591956106157	-3.3975793943033	42	0.00149850768677418	0.00403556702881808	NA	0.8671875	0.3359375
YJL052W	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.95	0.183333333333333
YJL076W	A180T	-0.0132660754758068	0.850921594112187	-0.0155902442335455	28	0.987671848773363	0.987671848773363	NA	0.924242424242424	0.560606060606061
YJL081C	A180T	-2.42120856845752	0.464450811286832	-5.21305703342232	45	4.5111406983267e-06	3.17106654970612e-05	NA	0.532407407407407	0.532407407407407
YJL123C	A180T	1.15117601728973	0.46767019112615	2.46151249135144	46	0.0176453902215712	0.0321927348317215	NA	0.771428571428571	0.657142857142857
YJL125C	A180T	0.682876181345957	0.448901443095318	1.52121627553101	7	0.172014056720249	0.237637916509477	NA	0.965277777777778	0.298611111111111
YJL140W	A180T	-1.71902075015333	0.59440905825634	-2.89198276216713	40	0.0061635350788003	0.0131525436056542	NA	0.697916666666667	0.447916666666667
YJL176C	A180T	-1.56285352919517	0.600029141970436	-2.60462937527152	43	0.012578972677179	0.0238601148400459	NA	0.814516129032258	0.576612903225806
YJL189W	A180T	-1.08093557969095	0.463402778512673	-2.33260487379963	45	0.0242003626290228	0.0419122222343221	NA	0.45	0.45
YJL217W	A180T	-0.132538486850085	0.813606934063073	-0.162902356532534	32	0.871619724204486	0.913671553003825	NA	0.875	0.640625
YJR068W	A180T	-1.71693414112566	0.307253979691604	-5.58799642839118	46	1.19471403170479e-06	9.21085979282081e-06	NA	0.724137931034483	0.689655172413793
YJR074W	A180T	-0.900292376789521	0.369306755395913	-2.43779016667152	46	0.0187006396681848	0.0338594915204255	NA	0.442073170731707	0.393292682926829
YJR083C	A180T	0.493517816584418	2.6788626958741	0.184226618760461	7	0.859059050406283	0.908473951535848	NA	0.875	0.25
YJR140C	A180T	-2.2273575241629	0.478694288664875	-4.65298537481035	45	2.89283569876453e-05	0.000121296093334162	NA	0.836206896551724	0.698275862068966
YJR144W	A180T	-2.38598314404886	0.978843969505049	-2.43755206997426	43	0.0189968571360473	0.0341372094399646	NA	0.645833333333333	0.534722222222222
YKL029C	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.96875	0.25
YKL106W	A180T	-4.01102013001703	0.672529148312034	-5.96408369820728	39	5.80942252526029e-07	5.55380793414884e-06	NA	0.864705882352941	0.636764705882353
YKL112W	A180T	-2.55247529477717	0.788672516645308	-3.23641973177202	36	0.00259878592714635	0.00640319419162864	NA	0.694444444444444	0.361111111111111
YKL144C	A180T	-4.03287535500577	0.45093620841957	-8.94333894618951	45	1.52371448791655e-11	7.28335525224111e-10	NA	0.645833333333333	0.645833333333333
YKL218C	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.985294117647059	0.235294117647059
YKR001C	A180T	-2.68178874961078	0.805120552889309	-3.33091577402507	46	0.00171319456407026	0.00454948334236437	NA	0.53030303030303	0.48989898989899
YKR008W	A180T	-2.0626228429965	0.361882156461249	-5.69970861002473	44	9.30602887860843e-07	7.6694513861635e-06	NA	0.55241935483871	0.520161290322581
YKR025W	A180T	-3.59941402947346	0.433099927235745	-8.31081651859577	46	1.03402175710698e-10	3.53044571355099e-09	NA	0.610294117647059	0.580882352941177
YKR046C	A180T	1.0152181979945	0.834831607511023	1.21607542031294	30	0.233438578084181	0.306548462429226	NA	0.875	0.509615384615385
YLL004W	A180T	-0.879771809510364	0.846585890336154	-1.03919970738118	34	0.306045982753127	0.38906909509573	NA	0.889705882352941	0.404411764705882
YLL021W	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.979166666666667	0.0833333333333333
YLL034C	A180T	1.01972965666458	0.516623503344005	1.97383520119403	43	0.0548476129056972	0.086240654503037	NA	0.918367346938776	0.693877551020408
YLL045C	A180T	-0.538111552137268	0.257072897984902	-2.09322552612634	46	0.0418715405517953	0.0690158495991661	NA	0.272727272727273	0.272727272727273
YLR009W	A180T	-0.250682228755944	0.327784845170716	-0.764776750509575	35	0.449530540098155	0.543654830141049	NA	0.75	0.55
YLR029C	A180T	-1.06993819341085	0.408362934417115	-2.62006686512342	46	0.011871048812137	0.0230665094804938	NA	0.375	0.375
YLR032W	A180T	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YLR033W	A180T	-2.23239288685383	0.430237666020242	-5.18874348567333	44	5.15719527927061e-06	3.33126938309642e-05	NA	0.579268292682927	0.50609756097561
YLR052W	A180T	-2.12209480697348	0.507404953447292	-4.18225086798234	46	0.000128201190838562	0.000444059197252409	NA	0.666666666666667	0.666666666666667
YLR055C	A180T	-2.29571305308941	0.935294173128571	-2.45453582310923	21	0.0229154028516734	0.0402704505996319	NA	0.846153846153846	0.269230769230769
YLR060W	A180T	0.664400436941901	0.870417432772961	0.76331241991014	35	0.450391867648233	0.543654830141049	NA	0.940217391304348	0.559782608695652
YLR075W	A180T	-1.12413812554209	0.348778723183899	-3.22306967374662	46	0.00233330976432899	0.00580896910077739	NA	0.441176470588235	0.382352941176471
YLR082C	A180T	-1.63401063059823	0.49606404868302	-3.29395092213655	25	0.00294897200399724	0.00711923544399334	NA	0.722222222222222	0.277777777777778
YLR095C	A180T	-1.84544689008365	0.544203555169896	-3.39109671840992	43	0.00150278437474816	0.00403556702881808	NA	0.684375	0.5375
YLR106C	A180T	1.33645749526056	0.406563463872185	3.28720510823057	45	0.0019675681038458	0.00505601127192137	NA	0.891990291262136	0.756067961165049
YLR150W	A180T	-1.25710615017019	0.41370443499032	-3.03865765954286	46	0.00391013681471697	0.00890021617826053	NA	0.455	0.435
YLR175W	A180T	-1.40613828507334	0.537183605303316	-2.61761206260079	42	0.0122589220868892	0.0234390590301321	NA	0.837962962962963	0.689814814814815
YLR185W	A180T	-1.41174768721715	0.686629943181902	-2.05605319318728	46	0.0454773112428297	0.0729468281009148	NA	0.642857142857143	0.357142857142857
YLR196W	A180T	0.0312147604546482	0.601004050304529	0.0519376873397637	36	0.958865474934724	0.971054442836436	NA	0.885869565217391	0.668478260869565
YLR237W	A180T	1.15321676167631	1.38296756484821	0.833871155758367	21	0.413738527109986	0.507094912714291	NA	0.825	0.125
YLR243W	A180T	1.8034054210976	0.396643193167539	4.54666927899568	45	4.0912208942645e-05	0.000165729117581223	NA	0.71875	0.71875
YLR247C	A180T	-2.04784242061554	0.775927073832065	-2.63922021756746	38	0.0119833718552826	0.0230969828501012	NA	0.880208333333333	0.505208333333333
YLR249W	A180T	0.493420358868523	0.362194460922975	1.36230785421496	46	0.179734310961921	0.24687643862011	NA	0.746559633027523	0.69151376146789
YLR274W	A180T	-1.70598605897857	0.63369378181593	-2.69213002862336	39	0.0104063485809442	0.0209001454692914	NA	0.784722222222222	0.326388888888889
YLR293C	A180T	-0.0521862400081414	0.357692943939755	-0.145896755561751	46	0.884640366466176	0.923270950154655	NA	0.534090909090909	0.482142857142857
YLR304C	A180T	0.608812855698217	0.550158423723609	1.10661371242418	38	0.275417407405714	0.353896561128847	NA	0.941176470588235	0.547794117647059
YLR309C	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.875	0.25
YLR314C	A180T	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YLR321C	A180T	-2.03543730232029	0.39271372683208	-5.18300523574676	45	4.98988886032947e-06	3.31273177116318e-05	NA	0.56875	0.41875
YLR344W	A180T	-1.0942676379291	0.616099944315452	-1.77612033246479	46	0.0823277079227545	0.123750454047411	NA	0.416666666666667	0.416666666666667
YLR347C	A180T	-0.873509030219422	0.444485293355356	-1.9652146950137	46	0.0554445936798014	0.0866095286893629	NA	0.503424657534247	0.48972602739726
YLR357W	A180T	-2.28486341051789	0.427244278888209	-5.34790873376619	46	2.71187117162341e-06	2.02542878130624e-05	NA	0.640625	0.615625
YLR387C	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.9625	0.0625
YLR388W	A180T	-0.0628128107578849	0.305801680716982	-0.205403746018054	46	0.838162983341418	0.908473951535848	NA	0.4125	0.4125
YLR397C	A180T	0.166634347661483	0.36055975132504	0.462154600032614	34	0.646914304144937	0.750546207236116	NA	0.961805555555556	0.8125
YLR406C	A180T	-0.16908915768501	0.388825279993837	-0.434871821316994	40	0.665992753546701	0.768948155061167	NA	0.4375	0.1875
YLR430W	A180T	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.958333333333333	0.222222222222222
YLR448W	A180T	0.199403756907101	0.487878312869227	0.408716172962069	46	0.684644560465026	0.779190714053053	NA	0.548076923076923	0.548076923076923
YML007W	A180T	-2.2023570371539	0.929866403546965	-2.36846608152852	35	0.0235139381906557	0.0410206658946476	NA	0.794117647058824	0.294117647058824
YML010W	A180T	-1.04489545966331	0.499145603603321	-2.09336805156699	41	0.0425441659434114	0.0696442168525707	NA	0.705	0.545
YML041C	A180T	-2.0140652240848	0.6153667894327	-3.27295079726605	42	0.00213383279751422	0.00536827409058841	NA	0.770833333333333	0.520833333333333
YML065W	A180T	-0.523800989044206	0.771935778557385	-0.678555138386122	35	0.501882055677244	0.596765230382394	NA	0.892045454545455	0.573863636363636
YML069W	A180T	-2.43630459877339	0.597217414441716	-4.07942658713472	46	0.000177563215396415	0.000606251549710616	NA	0.483490566037736	0.445754716981132
YML127W	A180T	-2.34657982023696	0.462987244848102	-5.06834658265118	45	7.3242531066775e-06	4.37624123123981e-05	NA	0.592741935483871	0.495967741935484
YMR019W	A180T	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.888888888888889	0.138888888888889
YMR033W	A180T	-1.97242528957489	0.406436873621349	-4.85296836382142	45	1.49847433004169e-05	6.75727103547101e-05	NA	0.581896551724138	0.512931034482759
YMR039C	A180T	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.90625	0.03125
YMR044W	A180T	-1.59120283311885	0.593721504218288	-2.68004918436276	43	0.0103921852675	0.0209001454692914	NA	0.727941176470588	0.551470588235294
YMR072W	A180T	-3.79221752877079	0.610154401492488	-6.21517687899115	46	1.37677160338967e-07	1.65171120741769e-06	NA	0.518382352941176	0.518382352941177
YMR075W	A180T	-1.5023888242512	0.599935532178899	-2.50425044636829	39	0.0165622024486978	0.0304489721941444	NA	0.789473684210526	0.460526315789474
YMR083W	A180T	-0.66331556650989	0.753096115970466	-0.880784739747486	32	0.385001939131107	0.474306512640899	NA	0.805555555555556	0.805555555555556
YMR091C	A180T	-1.78127973397019	0.376425546353223	-4.73209045248673	43	2.42183781087313e-05	0.000103360577999764	NA	0.636029411764706	0.459558823529412
YMR106C	A180T	-3.45985088089383	0.799932137328357	-4.32518049899729	39	0.000102356877181853	0.000365123785768102	NA	0.805555555555556	0.25
YMR185W	A180T	1.38449806920064	0.596955308279467	2.3192658646273	14	0.0360091212876548	0.060183076837409	NA	0.895833333333333	0.229166666666667
YMR194W	A180T	-0.671266022378303	0.579134991564996	-1.15908386154382	35	0.254269067072351	0.328488146109686	NA	0.625	0.25
YMR235C	A180T	3.11701734962128	0.466866003104604	6.67647104071293	46	2.78912275497589e-08	4.44400225626159e-07	NA	0.552215189873418	0.539556962025316
YMR236W	A180T	-1.11265209643961	0.581199509214017	-1.91440646249737	35	0.0637716833165092	0.0977014891836262	NA	0.767857142857143	0.517857142857143
YMR284W	A180T	-2.5339030904678	0.62845066571866	-4.031984097861	38	0.000256793624381579	0.000807548371410493	NA	0.797413793103448	0.379310344827586
YMR304W	A180T	0.20312341041209	0.805046945700925	0.252312503633235	15	0.804224150995077	0.889859130036219	NA	0.958333333333333	0.208333333333333
YMR308C	A180T	0.445126365535506	0.309918017823013	1.4362713360851	46	0.157691551580898	0.221695769575498	NA	0.350378787878788	0.320075757575758
YNL014W	A180T	1.0098089297347	0.583978186440459	1.72918946834267	33	0.0931210977648464	0.138235666868312	NA	0.5625	0.1875
YNL037C	A180T	1.52313164904636	0.989810406160107	1.53881151336369	25	0.136412716616606	0.194063328996242	NA	0.93452380952381	0.470238095238095
YNL059C	A180T	-2.0382192889468	0.412417741591145	-4.94212320033362	42	1.28436043325131e-05	6.01886555974633e-05	NA	0.705128205128205	0.557692307692308
YNL061W	A180T	-0.375386817570711	0.317614596604807	-1.18189409927462	22	0.249865734435288	0.32632737994554	NA	0.916666666666667	0.489583333333333
YNL062C	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.991666666666667	0.0916666666666667
YNL088W	A180T	-1.74374327836938	0.665526293595598	-2.62009674921868	46	0.0118701463923188	0.0230665094804938	NA	0.697222222222222	0.619444444444444
YNL112W	A180T	-1.14649259935703	0.416100847224641	-2.75532387642092	45	0.00843406465764085	0.017377081492898	NA	0.741666666666667	0.675
